,n_estimators,max_samples,max_depth,bootstrap,rank,test_means,test_stds,train_means,train_stds
121,30,0.5,4,True,122,0.6694841535961225,0.08224433237117697,0.8728575371937651,0.016671201422934732
122,250,0.4,5,True,129,0.664207038502054,0.04500044710894719,0.8778489017720211,0.015220803487836925
123,370,0.2,2,True,73,0.7020738323845404,0.036747823309855654,0.7680247641220384,0.013990559766944669
124,90,0.8,2,True,155,0.6462811924608269,0.06921097478483028,0.7632399122758577,0.015423504411802399
125,240,0.2,2,True,75,0.701807462752711,0.02645017134085553,0.7817508117196466,0.01105917823176123
126,230,0.7000000000000001,4,True,19,0.7450885085879879,0.025377690459487297,0.9337074658849494,0.006201331214465033
127,140,0.2,5,True,171,0.5963650606209395,0.06228160483067688,0.7170750973046667,0.040254852565451506
128,200,0.4,4,True,66,0.7077416534808854,0.040350835921204496,0.883318281291839,0.006778849048332361
129,490,0.30000000000000004,3,True,39,0.7249959303848902,0.03883207553906901,0.8333388813737439,0.011238292448513426
130,470,0.9,6,True,30,0.7337425853630964,0.03444749551332796,0.9983565049231631,0.0032869901536739295
131,300,0.1,3,True,182,0.47001610228443724,0.03902526984947634,0.548469181057943,0.07198418595320882
132,490,0.2,6,True,175,0.5658048013617194,0.06774349897940475,0.7053163100783826,0.009179358048093568
133,270,0.2,3,True,143,0.6551176709105692,0.037818717049896894,0.7806942461496841,0.02107352484755113
134,230,0.7000000000000001,7,True,111,0.6718501597639358,0.05395148940882626,0.9814570891174752,0.009824589556498687
135,220,0.1,4,True,192,0.3915517373702916,0.027277711262757944,0.5193708271178581,0.031515787362789364
136,190,0.4,2,True,121,0.6696947015059599,0.052205054168690014,0.7964117724183657,0.01751569035496025
137,320,0.30000000000000004,2,True,58,0.7146922111887933,0.05306538381511554,0.8088577480230557,0.016730378984045453
138,10,0.2,5,True,181,0.5016119960989709,0.07816888873852004,0.6730633088226,0.021676387801139552
139,180,0.4,7,True,147,0.6514649016983822,0.08070643608205105,0.850395592666227,0.008374179829100797
